操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-07,09:30:00,000597,东北制药,buy,5.492,"model=i0001c01, alpha=2; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=10%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-08,15:00:00,000597,东北制药,sell,5.394,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,9980.19
2025-01-16,09:30:00,000863,三湘印象,buy,3.900,"model=i0001c01, alpha=2; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=10%; T signal -> T+1 open buy, limit-up open is unfilled.",9975.19
2025-01-17,15:00:00,000863,三湘印象,sell,3.870,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,9964.19
2025-02-13,09:30:00,000785,居然智家,buy,4.980,"model=i0001c01, alpha=2; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=10%; T signal -> T+1 open buy, limit-up open is unfilled.",9959.19
2025-02-14,15:00:00,000785,居然智家,sell,5.570,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10013.19
2025-02-20,09:30:00,000008,神州高铁,buy,3.000,"model=i0001c01, alpha=2; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=10%; T signal -> T+1 open buy, limit-up open is unfilled.",10008.19
2025-02-21,15:00:00,000008,神州高铁,sell,2.910,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,9976.19
2025-03-03,09:30:00,300076,GQY视讯,buy,7.980,"model=i0001c01, alpha=2; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=10%; T signal -> T+1 open buy, limit-up open is unfilled.",9971.19
2025-03-04,15:00:00,300076,GQY视讯,sell,7.980,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,9966.19
