操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-03,09:30:00,002187,广百股份,buy,7.883,"model=mlp_h40_e280_gt5, alpha=5; score>=threshold; gap_filter=[None, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=90%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-07,15:00:00,002187,广百股份,sell,7.177,T+2收盘回撤-17.28%<=-3%，延长到T+3收盘卖出 (no intraday-high optimization).,9213.64
2025-01-09,09:30:00,600693,东百集团,buy,6.709,"model=mlp_h40_e280_gt5, alpha=5; score>=threshold; gap_filter=[None, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=90%; T signal -> T+1 open buy, limit-up open is unfilled.",9208.64
2025-01-10,15:00:00,600693,东百集团,sell,6.532,T+2收盘回撤-2.65%未触发延长，T+2收盘卖出 (no intraday-high optimization).,8990.52
2025-01-14,09:30:00,603777,来伊份,buy,19.400,"model=mlp_h40_e280_gt5, alpha=5; score>=threshold; gap_filter=[None, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=90%; T signal -> T+1 open buy, limit-up open is unfilled.",8985.52
2025-01-15,15:00:00,603777,来伊份,sell,22.360,T+2收盘回撤15.26%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10164.52
2025-01-17,09:30:00,300894,火星人,buy,15.840,"model=mlp_h40_e280_gt5, alpha=5; score>=threshold; gap_filter=[None, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=90%; T signal -> T+1 open buy, limit-up open is unfilled.",10159.52
2025-01-21,15:00:00,300894,火星人,sell,14.340,T+2收盘回撤-7.77%<=-3%，延长到T+3收盘卖出 (no intraday-high optimization).,9404.52
2025-02-06,09:30:00,300846,首都在线,buy,14.800,"model=mlp_h40_e280_gt5, alpha=5; score>=threshold; gap_filter=[None, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=90%; T signal -> T+1 open buy, limit-up open is unfilled.",9399.52
2025-02-07,15:00:00,300846,首都在线,sell,18.520,T+2收盘回撤25.14%未触发延长，T+2收盘卖出 (no intraday-high optimization).,11254.52
2025-02-13,09:30:00,002691,冀凯股份,buy,12.500,"model=mlp_h40_e280_gt5, alpha=5; score>=threshold; gap_filter=[None, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=90%; T signal -> T+1 open buy, limit-up open is unfilled.",11249.52
2025-02-14,15:00:00,002691,冀凯股份,sell,12.370,T+2收盘回撤-1.04%未触发延长，T+2收盘卖出 (no intraday-high optimization).,11140.52
2025-02-19,09:30:00,000856,冀东装备,buy,14.260,"model=mlp_h40_e280_gt5, alpha=5; score>=threshold; gap_filter=[None, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=90%; T signal -> T+1 open buy, limit-up open is unfilled.",11135.52
2025-02-20,15:00:00,000856,冀东装备,sell,16.860,T+2收盘回撤18.23%未触发延长，T+2收盘卖出 (no intraday-high optimization).,12950.52
2025-02-24,09:30:00,601177,杭齿前进,buy,17.821,"model=mlp_h40_e280_gt5, alpha=5; score>=threshold; gap_filter=[None, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=90%; T signal -> T+1 open buy, limit-up open is unfilled.",12945.52
2025-02-25,15:00:00,601177,杭齿前进,sell,17.442,T+2收盘回撤-2.13%未触发延长，T+2收盘卖出 (no intraday-high optimization).,12713.27
2025-02-27,09:30:00,600126,杭钢股份,buy,12.300,"model=mlp_h40_e280_gt5, alpha=5; score>=threshold; gap_filter=[None, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=90%; T signal -> T+1 open buy, limit-up open is unfilled.",12708.27
2025-02-28,15:00:00,600126,杭钢股份,sell,13.250,T+2收盘回撤7.72%未触发延长，T+2收盘卖出 (no intraday-high optimization).,13558.27
