操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-08,09:30:00,301082,久盛电气,buy,15.555,"model=i0001c10, alpha=2; score>=threshold; gap_filter=[-0.50%, None], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-09,15:00:00,301082,久盛电气,sell,15.485,T+2收盘收益-0.45%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,9983.03
2025-01-14,09:30:00,000633,合金投资,buy,4.970,"model=i0001c10, alpha=2; score>=threshold; gap_filter=[-0.50%, None], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",9978.03
2025-01-15,15:00:00,000633,合金投资,sell,4.640,T+2收盘收益-6.64%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,9841.03
2025-01-20,09:30:00,002660,茂硕电源,buy,11.089,"model=i0001c10, alpha=2; score>=threshold; gap_filter=[-0.50%, None], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",9836.03
2025-01-21,15:00:00,002660,茂硕电源,sell,10.654,T+2收盘收益-3.93%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,9787.51
2025-01-23,09:30:00,603191,望变电气,buy,14.750,"model=i0001c10, alpha=2; score>=threshold; gap_filter=[-0.50%, None], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",9782.51
2025-01-24,15:00:00,603191,望变电气,sell,14.033,T+2收盘收益-4.86%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,9705.80
2025-02-06,09:30:00,600588,用友网络,buy,12.000,"model=i0001c10, alpha=2; score>=threshold; gap_filter=[-0.50%, None], max_board=2; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",9700.80
2025-02-07,15:00:00,600588,用友网络,sell,13.700,T+2收盘收益14.17%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,9865.80
