操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-08,09:30:00,600858,银座股份,buy,5.321,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-09,15:00:00,600858,银座股份,sell,6.375,T+2收盘回撤19.81%>-5%，T+2收盘卖出 (no intraday-high optimization).,11887.57
2025-01-15,09:30:00,000056,皇庭国际,buy,2.750,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",11882.57
2025-01-16,15:00:00,000056,皇庭国际,sell,2.820,T+2收盘回撤2.55%>-5%，T+2收盘卖出 (no intraday-high optimization).,12171.57
2025-01-20,09:30:00,603082,北自科技,buy,37.396,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",12166.57
2025-01-21,15:00:00,603082,北自科技,sell,39.684,T+2收盘回撤6.12%>-5%，T+2收盘卖出 (no intraday-high optimization).,12847.77
2025-01-23,09:30:00,000856,冀东装备,buy,9.770,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",12842.77
2025-01-24,15:00:00,000856,冀东装备,sell,11.570,T+2收盘回撤18.42%>-5%，T+2收盘卖出 (no intraday-high optimization).,14997.77
2025-02-07,09:30:00,600889,南京化纤,buy,19.820,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",14992.77
2025-02-10,15:00:00,600889,南京化纤,sell,19.950,T+2收盘回撤0.66%>-5%，T+2收盘卖出 (no intraday-high optimization).,15078.77
2025-02-12,09:30:00,000156,华数传媒,buy,8.420,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",15073.77
2025-02-13,15:00:00,000156,华数传媒,sell,9.233,T+2收盘回撤9.65%>-5%，T+2收盘卖出 (no intraday-high optimization).,16450.31
2025-02-17,09:30:00,301459,丰茂股份,buy,39.659,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",16445.31
2025-02-18,15:00:00,301459,丰茂股份,sell,47.270,T+2收盘回撤19.19%>-5%，T+2收盘卖出 (no intraday-high optimization).,19484.88
2025-02-20,09:30:00,605088,冠盛股份,buy,32.433,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",19479.88
2025-02-21,15:00:00,605088,冠盛股份,sell,34.566,T+2收盘回撤6.58%>-5%，T+2收盘卖出 (no intraday-high optimization).,20541.55
2025-02-25,09:30:00,000158,常山北明,buy,27.470,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",20536.55
2025-02-26,15:00:00,000158,常山北明,sell,27.410,T+2收盘回撤-0.22%>-5%，T+2收盘卖出 (no intraday-high optimization).,20489.55
2025-03-11,09:30:00,000678,襄阳轴承,buy,10.520,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",20484.55
2025-03-12,15:00:00,000678,襄阳轴承,sell,12.580,T+2收盘回撤19.58%>-5%，T+2收盘卖出 (no intraday-high optimization).,24392.58
2025-03-14,09:30:00,002093,国脉科技,buy,13.142,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",24386.66
2025-03-17,15:00:00,002093,国脉科技,sell,13.924,T+2收盘回撤5.95%>-5%，T+2收盘卖出 (no intraday-high optimization).,25788.65
2025-03-19,09:30:00,603139,康惠股份,buy,18.820,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",25782.54
2025-03-20,15:00:00,603139,康惠股份,sell,18.820,T+2收盘回撤0.00%>-5%，T+2收盘卖出 (no intraday-high optimization).,25776.42
2025-03-27,09:30:00,600468,百利电气,buy,5.350,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",25770.13
2025-03-31,15:00:00,600468,百利电气,sell,4.660,T+2收盘回撤-11.59%<=-5%，延长到T+3收盘卖出 (no intraday-high optimization).,22521.66
2025-04-10,09:30:00,000016,深康佳A,buy,4.260,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.09%, 2.55%], max_board=None; risk_profile=custom_b0.412_r0.287_ld10_pb0.065 (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=98%; T signal -> T+1 open buy, limit-up open is unfilled.",22516.23
2025-04-11,15:00:00,000016,深康佳A,sell,5.100,T+2收盘回撤19.72%>-5%，T+2收盘卖出 (no intraday-high optimization).,26793.72
