操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-08,09:30:00,002491,通鼎互联,buy,4.370,"model=mlp_h72_e380_gt15, alpha=15; score>=threshold; gap_filter=[-1.00%, 3.00%], max_board=None; risk_profile=ultra (broken<=35.00%, red>=30.00%, limit_down<=12, pullback<=7.00%); capital_use=85%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-09,15:00:00,002491,通鼎互联,sell,4.470,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10180.00
2025-01-15,09:30:00,000631,顺发恒能,buy,3.310,"model=mlp_h72_e380_gt15, alpha=15; score>=threshold; gap_filter=[-1.00%, 3.00%], max_board=None; risk_profile=ultra (broken<=35.00%, red>=30.00%, limit_down<=12, pullback<=7.00%); capital_use=85%; T signal -> T+1 open buy, limit-up open is unfilled.",10175.00
2025-01-16,15:00:00,000631,顺发恒能,sell,3.190,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,9858.00
2025-01-20,09:30:00,605179,一鸣食品,buy,23.796,"model=mlp_h72_e380_gt15, alpha=15; score>=threshold; gap_filter=[-1.00%, 3.00%], max_board=None; risk_profile=ultra (broken<=35.00%, red>=30.00%, limit_down<=12, pullback<=7.00%); capital_use=85%; T signal -> T+1 open buy, limit-up open is unfilled.",9853.00
2025-01-21,15:00:00,605179,一鸣食品,sell,23.516,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,9764.12
2025-01-27,09:30:00,688590,新致软件,buy,18.389,"model=mlp_h72_e380_gt15, alpha=15; score>=threshold; gap_filter=[-1.00%, 3.00%], max_board=None; risk_profile=ultra (broken<=35.00%, red>=30.00%, limit_down<=12, pullback<=7.00%); capital_use=85%; T signal -> T+1 open buy, limit-up open is unfilled.",9759.12
2025-02-05,15:00:00,688590,新致软件,sell,20.286,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10512.84
2025-02-07,09:30:00,000532,华金资本,buy,17.641,"model=mlp_h72_e380_gt15, alpha=15; score>=threshold; gap_filter=[-1.00%, 3.00%], max_board=None; risk_profile=ultra (broken<=35.00%, red>=30.00%, limit_down<=12, pullback<=7.00%); capital_use=85%; T signal -> T+1 open buy, limit-up open is unfilled.",10507.84
2025-02-10,15:00:00,000532,华金资本,sell,18.906,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,11135.36
