操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-08,09:30:00,600983,惠而浦,buy,9.996,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-09,15:00:00,600983,惠而浦,sell,9.627,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,9768.29
2025-01-14,09:30:00,002418,康盛股份,buy,3.900,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",9763.29
2025-01-15,15:00:00,002418,康盛股份,sell,3.860,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,9690.29
2025-01-17,09:30:00,603777,来伊份,buy,22.300,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",9685.29
2025-01-20,15:00:00,603777,来伊份,sell,20.510,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,9143.29
2025-01-22,09:30:00,002730,电光科技,buy,22.373,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",9138.29
2025-01-23,15:00:00,002730,电光科技,sell,27.336,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10125.88
2025-01-27,09:30:00,603286,日盈电子,buy,22.481,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",10120.88
2025-02-05,15:00:00,603286,日盈电子,sell,21.562,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,9840.11
2025-02-07,09:30:00,002123,梦网科技,buy,12.800,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",9835.11
2025-02-10,15:00:00,002123,梦网科技,sell,15.610,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,11235.11
2025-02-12,09:30:00,600081,东风科技,buy,12.715,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",11230.11
2025-02-13,15:00:00,600081,东风科技,sell,13.921,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,11948.57
2025-02-17,09:30:00,603918,金桥信息,buy,21.720,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",11943.57
2025-02-18,15:00:00,603918,金桥信息,sell,22.530,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,12181.57
2025-02-20,09:30:00,600590,泰豪科技,buy,7.090,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",12176.57
2025-02-21,15:00:00,600590,泰豪科技,sell,8.360,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,13695.57
2025-02-25,09:30:00,000032,深桑达A,buy,29.819,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",13690.57
2025-02-26,15:00:00,000032,深桑达A,sell,32.304,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,14431.05
2025-02-28,09:30:00,600167,联美控股,buy,5.949,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",14426.05
2025-03-03,15:00:00,600167,联美控股,sell,5.601,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,13864.81
2025-03-05,09:30:00,605100,华丰股份,buy,24.665,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",13859.81
2025-03-06,15:00:00,605100,华丰股份,sell,27.476,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,14698.34
2025-03-11,09:30:00,605100,华丰股份,buy,28.631,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",14693.34
2025-03-12,15:00:00,605100,华丰股份,sell,28.019,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,14504.83
2025-03-14,09:30:00,300248,新开普,buy,19.497,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",14499.83
2025-03-17,15:00:00,300248,新开普,sell,19.407,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,14450.09
2025-03-19,09:30:00,600797,浙大网新,buy,12.700,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",14445.09
2025-03-20,15:00:00,600797,浙大网新,sell,13.600,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,15070.09
2025-03-24,09:30:00,603767,中马传动,buy,18.931,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",15065.09
2025-03-25,15:00:00,603767,中马传动,sell,16.513,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,13850.97
2025-03-27,09:30:00,603090,宏盛股份,buy,25.541,"model=mlp_h48_e300_gt0, alpha=10; score>=threshold; gap_filter=[None, None], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=70%; T signal -> T+1 open buy, limit-up open is unfilled.",13845.97
