操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-03,09:30:00,000533,顺钠股份,buy,6.660,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.50%, 2.50%], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=97%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-06,15:00:00,000533,顺钠股份,sell,6.770,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10144.00
2025-01-08,09:30:00,600858,银座股份,buy,5.321,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.50%, 2.50%], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=97%; T signal -> T+1 open buy, limit-up open is unfilled.",10139.00
2025-01-09,15:00:00,600858,银座股份,sell,6.375,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,12031.57
2025-01-14,09:30:00,600128,苏豪弘业,buy,10.562,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.50%, 2.50%], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=97%; T signal -> T+1 open buy, limit-up open is unfilled.",12026.57
2025-01-15,15:00:00,600128,苏豪弘业,sell,12.613,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,14072.54
2025-01-17,09:30:00,600556,天下秀,buy,6.337,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.50%, 2.50%], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=97%; T signal -> T+1 open buy, limit-up open is unfilled.",14067.54
2025-01-20,15:00:00,600556,天下秀,sell,6.018,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,13391.89
2025-01-22,09:30:00,002582,好想你,buy,9.048,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.50%, 2.50%], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=97%; T signal -> T+1 open buy, limit-up open is unfilled.",13386.89
2025-01-23,15:00:00,002582,好想你,sell,9.983,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,14690.89
2025-02-06,09:30:00,300253,卫宁健康,buy,7.802,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.50%, 2.50%], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=97%; T signal -> T+1 open buy, limit-up open is unfilled.",14685.89
2025-02-07,15:00:00,300253,卫宁健康,sell,9.250,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,17288.14
2025-02-11,09:30:00,688272,富吉瑞,buy,22.000,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.50%, 2.50%], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=97%; T signal -> T+1 open buy, limit-up open is unfilled.",17283.14
2025-02-12,15:00:00,688272,富吉瑞,sell,24.000,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,18678.14
2025-02-14,09:30:00,605296,神农集团,buy,27.425,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.50%, 2.50%], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=97%; T signal -> T+1 open buy, limit-up open is unfilled.",18673.14
2025-02-17,15:00:00,605296,神农集团,sell,26.615,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,18182.43
2025-02-20,09:30:00,605088,冠盛股份,buy,32.433,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.50%, 2.50%], max_board=None; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=97%; T signal -> T+1 open buy, limit-up open is unfilled.",18177.43
2025-02-21,15:00:00,605088,冠盛股份,sell,34.566,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,19239.10
