操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-07,09:30:00,605033,美邦股份,buy,16.522,"model=i0001c08, alpha=10; score>=threshold; gap_filter=[-1.00%, None], max_board=2; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=18%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-08,15:00:00,605033,美邦股份,sell,19.233,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10261.06
2025-01-15,09:30:00,300071,福石控股,buy,6.100,"model=i0001c08, alpha=10; score>=threshold; gap_filter=[-1.00%, None], max_board=2; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=18%; T signal -> T+1 open buy, limit-up open is unfilled.",10256.06
2025-01-16,15:00:00,300071,福石控股,sell,6.100,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10251.06
2025-02-06,09:30:00,300251,光线传媒,buy,11.867,"model=i0001c08, alpha=10; score>=threshold; gap_filter=[-1.00%, None], max_board=2; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=18%; T signal -> T+1 open buy, limit-up open is unfilled.",10246.06
2025-02-07,15:00:00,300251,光线传媒,sell,13.806,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10434.90
2025-02-19,09:30:00,002520,日发精机,buy,8.250,"model=i0001c08, alpha=10; score>=threshold; gap_filter=[-1.00%, None], max_board=2; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=18%; T signal -> T+1 open buy, limit-up open is unfilled.",10429.90
2025-02-20,15:00:00,002520,日发精机,sell,8.240,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10422.90
2025-03-03,09:30:00,002276,万马股份,buy,14.190,"model=i0001c08, alpha=10; score>=threshold; gap_filter=[-1.00%, None], max_board=2; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=18%; T signal -> T+1 open buy, limit-up open is unfilled.",10417.90
2025-03-04,15:00:00,002276,万马股份,sell,15.017,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10495.61
2025-03-17,09:30:00,600429,三元股份,buy,4.660,"model=i0001c08, alpha=10; score>=threshold; gap_filter=[-1.00%, None], max_board=2; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=18%; T signal -> T+1 open buy, limit-up open is unfilled.",10490.61
2025-03-18,15:00:00,600429,三元股份,sell,4.540,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10437.71
2025-04-02,09:30:00,300963,中洲特材,buy,11.073,"model=i0001c08, alpha=10; score>=threshold; gap_filter=[-1.00%, None], max_board=2; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=18%; T signal -> T+1 open buy, limit-up open is unfilled.",10432.71
2025-04-03,15:00:00,300963,中洲特材,sell,10.394,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10359.84
2025-04-09,09:30:00,000061,农产品,buy,7.590,"model=i0001c08, alpha=10; score>=threshold; gap_filter=[-1.00%, None], max_board=2; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=18%; T signal -> T+1 open buy, limit-up open is unfilled.",10354.84
2025-04-10,15:00:00,000061,农产品,sell,7.145,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10260.78
2025-04-15,09:30:00,600610,中毅达,buy,10.100,"model=i0001c08, alpha=10; score>=threshold; gap_filter=[-1.00%, None], max_board=2; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=18%; T signal -> T+1 open buy, limit-up open is unfilled.",10255.78
2025-04-16,15:00:00,600610,中毅达,sell,11.200,固定规则：T+2收盘卖出（买入后第1个可卖日） (no intraday-high optimization).,10360.78
