操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-07,09:30:00,000868,安凯客车,buy,5.280,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-08,15:00:00,000868,安凯客车,sell,5.400,T+2收盘上涨2.27%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10026.00
2025-01-16,09:30:00,002031,巨轮智能,buy,6.680,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10021.00
2025-01-20,15:00:00,002031,巨轮智能,sell,7.040,T+2收盘上涨8.38%>=6%，延长到T+3收盘卖出 (no intraday-high optimization).,10088.00
2025-01-24,09:30:00,603598,引力传媒,buy,19.880,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10083.00
2025-01-27,15:00:00,603598,引力传媒,sell,20.780,T+2收盘上涨4.53%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10168.00
2025-02-12,09:30:00,002878,元隆雅图,buy,19.410,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10163.00
2025-02-14,15:00:00,002878,元隆雅图,sell,19.210,T+2收盘上涨6.96%>=6%，延长到T+3收盘卖出 (no intraday-high optimization).,10138.00
2025-02-25,09:30:00,600179,安通控股,buy,2.850,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10133.00
2025-02-26,15:00:00,600179,安通控股,sell,2.840,T+2收盘上涨-0.35%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10121.00
2025-03-04,09:30:00,601789,宁波建工,buy,6.669,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10116.00
2025-03-05,15:00:00,601789,宁波建工,sell,6.266,T+2收盘上涨-6.04%未触发延长，T+2收盘卖出 (no intraday-high optimization).,9990.20
2025-03-13,09:30:00,002105,信隆健康,buy,10.270,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",9985.20
2025-03-17,15:00:00,002105,信隆健康,sell,11.690,T+2收盘上涨21.03%>=6%，延长到T+3收盘卖出 (no intraday-high optimization).,10122.20
2025-03-20,09:30:00,002633,申科股份,buy,13.070,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10117.20
2025-03-24,15:00:00,002633,申科股份,sell,14.360,T+2收盘上涨20.12%>=6%，延长到T+3收盘卖出 (no intraday-high optimization).,10241.20
2025-03-26,09:30:00,000573,粤宏远A,buy,4.889,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10236.20
2025-03-27,15:00:00,000573,粤宏远A,sell,4.928,T+2收盘上涨0.81%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10247.00
2025-03-31,09:30:00,600239,云南城投,buy,2.780,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10242.00
2025-04-01,15:00:00,600239,云南城投,sell,2.840,T+2收盘上涨2.16%未触发延长，T+2收盘卖出 (no intraday-high optimization).,10279.00
2025-04-10,09:30:00,000016,深康佳A,buy,4.260,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10274.00
2025-04-14,15:00:00,000016,深康佳A,sell,5.280,T+2收盘上涨19.72%>=6%，延长到T+3收盘卖出 (no intraday-high optimization).,10677.00
2025-04-17,09:30:00,000965,天保基建,buy,3.431,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10672.00
2025-04-21,15:00:00,000965,天保基建,sell,4.498,T+2收盘上涨19.19%>=6%，延长到T+3收盘卖出 (no intraday-high optimization).,11307.30
2025-04-23,09:30:00,601008,连云港,buy,5.933,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",11302.30
2025-04-24,15:00:00,601008,连云港,sell,5.973,T+2收盘上涨0.67%未触发延长，T+2收盘卖出 (no intraday-high optimization).,11309.16
2025-04-29,09:30:00,600828,茂业商业,buy,4.780,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",11304.16
2025-05-06,15:00:00,600828,茂业商业,sell,5.030,T+2收盘上涨7.53%>=6%，延长到T+3收盘卖出 (no intraday-high optimization).,11399.16
2025-05-20,09:30:00,603326,我乐家居,buy,9.182,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",11394.16
2025-05-21,15:00:00,603326,我乐家居,sell,8.785,T+2收盘上涨-4.33%未触发延长，T+2收盘卖出 (no intraday-high optimization).,11309.64
2025-05-26,09:30:00,000859,国风新材,buy,7.920,"model=i0001c03, alpha=10; score>=threshold; gap_filter=[-0.50%, 2.00%], max_board=None; risk_profile=off (broken<=None, red>=None, limit_down<=None, pullback<=None); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",11304.64
2025-05-27,15:00:00,000859,国风新材,sell,8.210,T+2收盘上涨3.66%未触发延长，T+2收盘卖出 (no intraday-high optimization).,11357.64
