操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-08,09:30:00,301082,久盛电气,buy,15.555,"model=i0001c09, alpha=5; score>=threshold; gap_filter=[-0.50%, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-09,15:00:00,301082,久盛电气,sell,15.485,T+2收盘收益-0.45%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,9983.03
2025-01-14,09:30:00,002418,康盛股份,buy,3.900,"model=i0001c09, alpha=5; score>=threshold; gap_filter=[-0.50%, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",9978.03
2025-01-15,15:00:00,002418,康盛股份,sell,3.860,T+2收盘收益-1.03%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,9953.03
2025-01-20,09:30:00,002730,电光科技,buy,19.852,"model=i0001c09, alpha=5; score>=threshold; gap_filter=[-0.50%, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",9948.03
2025-01-21,15:00:00,002730,电光科技,sell,22.591,T+2收盘收益13.80%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,10216.99
2025-01-23,09:30:00,000856,冀东装备,buy,9.770,"model=i0001c09, alpha=5; score>=threshold; gap_filter=[-0.50%, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10211.99
2025-01-24,15:00:00,000856,冀东装备,sell,11.570,T+2收盘收益18.42%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,10566.99
2025-02-06,09:30:00,600588,用友网络,buy,12.000,"model=i0001c09, alpha=5; score>=threshold; gap_filter=[-0.50%, None], max_board=3; risk_profile=balanced (broken<=45.00%, red>=24.00%, limit_down<=20, pullback<=9.00%); capital_use=20%; T signal -> T+1 open buy, limit-up open is unfilled.",10561.99
2025-02-07,15:00:00,600588,用友网络,sell,13.700,T+2收盘收益14.17%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,10726.99
