操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-01-08,09:30:00,000010,美丽生态,buy,2.920,"model=i0001c01, alpha=10; score>=threshold; gap_filter=[-1.00%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",9995.00
2025-01-09,15:00:00,000010,美丽生态,sell,2.960,T+2收盘收益1.37%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,10126.00
2025-01-15,09:30:00,300058,蓝色光标,buy,7.138,"model=i0001c01, alpha=10; score>=threshold; gap_filter=[-1.00%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10121.00
2025-01-16,15:00:00,300058,蓝色光标,sell,6.988,T+2收盘收益-2.10%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,9906.14
2025-01-27,09:30:00,300479,神思电子,buy,20.420,"model=i0001c01, alpha=10; score>=threshold; gap_filter=[-1.00%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",9901.14
2025-02-06,15:00:00,300479,神思电子,sell,21.100,T+2收盘收益2.89%落在2%~10%，延长到T+3收盘卖出 (no intraday-high optimization).,10168.14
2025-02-11,09:30:00,600178,东安动力,buy,12.770,"model=i0001c01, alpha=10; score>=threshold; gap_filter=[-1.00%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10163.14
2025-02-12,15:00:00,600178,东安动力,sell,12.700,T+2收盘收益-0.55%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,10109.14
2025-02-17,09:30:00,300478,杭州高新,buy,13.410,"model=i0001c01, alpha=10; score>=threshold; gap_filter=[-1.00%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",10104.14
2025-02-18,15:00:00,300478,杭州高新,sell,16.200,T+2收盘收益20.81%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,12052.14
2025-02-20,09:30:00,600105,永鼎股份,buy,5.953,"model=i0001c01, alpha=10; score>=threshold; gap_filter=[-1.00%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",12047.14
2025-02-21,15:00:00,600105,永鼎股份,sell,5.735,T+2收盘收益-3.67%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,11605.59
2025-02-26,09:30:00,000801,四川九洲,buy,18.352,"model=i0001c01, alpha=10; score>=threshold; gap_filter=[-1.00%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",11600.59
2025-02-27,15:00:00,000801,四川九洲,sell,17.974,T+2收盘收益-2.06%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,11369.05
2025-03-05,09:30:00,603855,华荣股份,buy,23.379,"model=i0001c01, alpha=10; score>=threshold; gap_filter=[-1.00%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",11364.05
2025-03-07,15:00:00,603855,华荣股份,sell,24.294,T+2收盘收益5.46%落在2%~10%，延长到T+3收盘卖出 (no intraday-high optimization).,11724.88
2025-03-11,09:30:00,600172,黄河旋风,buy,4.550,"model=i0001c01, alpha=10; score>=threshold; gap_filter=[-1.00%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",11719.88
2025-03-12,15:00:00,600172,黄河旋风,sell,4.480,T+2收盘收益-1.54%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,11539.88
2025-03-17,09:30:00,000815,美利云,buy,14.960,"model=i0001c01, alpha=10; score>=threshold; gap_filter=[-1.00%, 4.00%], max_board=2; risk_profile=strict (broken<=40.00%, red>=28.00%, limit_down<=15, pullback<=8.00%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",11534.88
2025-03-18,15:00:00,000815,美利云,sell,16.740,T+2收盘收益11.90%不在2%~10%，T+2收盘卖出 (no intraday-high optimization).,12775.88
